Date,Hour,Minute,Bus,Demand,Shortfall,Overgeneration,LMP,LMP DA
2019-01-01,0,0,Tennessee Colony 345,86.22,0.0,0.0,3.628832,3.628832
2019-01-01,0,0,Wheeler 345,98.07,0.0,1157.601608,-300.0,-300.0
2019-01-01,0,0,Alpine 2 345,144.28,0.0,0.0,30.5517,30.5517
2019-01-01,0,0,Rosharon 345,191.66,0.0,0.0,10.597297,10.597297
2019-01-01,0,0,Sullivan City 345,28.42,0.0,0.0,15.987834,15.987834
2019-01-01,0,0,Prosper 345,555.01,0.0,0.0,15.294594,15.294594
2019-01-01,0,0,Eastland 345,39.0,0.0,0.0,-38.36874,-38.36874
2019-01-01,0,0,Fischer 345,158.95,0.0,0.0,19.533056,19.533056
2019-01-01,0,0,Bryan 1 345,183.84,0.0,0.0,10.781648,10.781648
2019-01-01,0,0,Rowlett 1 345,985.21,0.0,0.0,14.072716,14.072716
2019-01-01,0,0,Weatherford 3 345,41.53,0.0,0.0,9.270357,9.270357
2019-01-01,0,0,Odonnell 345,349.77,0.0,0.0,-163.419482,-163.419482
2019-01-01,0,0,Dallas 10 345,729.29,0.0,0.0,10.141247,10.141247
2019-01-01,0,0,O'Donnell 345,74.47,0.0,0.0,-168.830418,-168.830418
2019-01-01,0,0,Canyon Lake 1 345,40.64,0.0,0.0,19.648747,19.648747
2019-01-01,0,0,Adrian 1 345,9.02,0.0,0.0,-168.830418,-168.830418
2019-01-01,0,0,Austin 17 345,167.06,0.0,0.0,18.93243,18.93243
2019-01-01,0,0,Taft 2 345,98.42,0.0,0.0,15.701871,15.701871
2019-01-01,0,0,Dilley 1 345,66.15,0.0,0.0,18.783657,18.783657
2019-01-01,0,0,Dallas 8 345,446.52,0.0,0.0,10.798063,10.798063
2019-01-01,0,0,San Angelo 3 345,138.54,0.0,0.0,28.910487,28.910487
2019-01-01,0,0,Carlsbad 345,92.04,0.0,0.0,30.649431,30.649431
2019-01-01,0,0,Dale 345,134.72,0.0,0.0,18.348397,18.348397
2019-01-01,0,0,Brenham 345,141.06,0.0,0.0,11.65189,11.65189
2019-01-01,0,0,Raymondville 345,180.31,0.0,0.0,15.816234,15.816234
2019-01-01,0,0,Mccamey 345,292.33,0.0,0.0,30.5517,30.5517
2019-01-01,0,0,Fort Worth 16 345,951.37,0.0,0.0,10.497423,10.497423
2019-01-01,0,0,Art 345,56.11,0.0,0.0,22.73986,22.73986
2019-01-01,0,0,Austin 22 345,988.62,0.0,0.0,18.93243,18.93243
2019-01-01,0,0,Abilene 2 345,181.2,0.0,0.0,-80.237297,-80.237297
2019-01-01,0,0,Campbellton 345,30.57,0.0,0.0,17.137805,17.137805
2019-01-01,0,0,Corpus Christi 11 345,243.62,0.0,0.0,15.711718,15.711718
2019-01-01,0,0,New Braunfels 2 345,252.38,0.0,0.0,19.688675,19.688675
2019-01-01,0,0,Abilene 5 345,218.8,0.0,0.0,-84.527934,-84.527934
2019-01-01,0,0,Rule 2 345,88.16,0.0,0.0,-270.712601,-270.712601
2019-01-01,0,0,Cedar Creek 2 345,19.29,0.0,0.0,18.143268,18.143268
2019-01-01,0,0,Fort Worth 15 345,236.15,0.0,0.0,8.978782,8.978782
2019-01-01,0,0,Lytle 345,43.29,0.0,0.0,18.021864,18.021864
2019-01-01,0,0,Conroe 4 345,138.24,0.0,0.0,9.089162,9.089162
2019-01-01,0,0,Gordon 345,87.25,0.0,0.0,4.898003,4.898003
2019-01-01,0,0,Melvin 345,43.4,0.0,0.0,26.201098,26.201098
2019-01-01,0,0,Blum 345,242.77,0.0,0.0,8.638083,8.638083
2019-01-01,0,0,Rockdale 2 345,42.21,0.0,0.0,12.648738,12.648738
