Date,Hour,Minute,Bus,Demand,Shortfall,Overgeneration,LMP,LMP DA
2019-01-01,0,0,Tennessee Colony 345,86.22,0.0,0.0,3.628832,3.628832
2019-01-01,0,0,Wheeler 345,98.07,0.0,1159.281306,-1000.0,-1000.0
2019-01-01,0,0,Alpine 2 345,144.28,0.0,0.0,30.5517,30.5517
2019-01-01,0,0,Rosharon 345,191.66,0.0,0.0,10.597297,10.597297
2019-01-01,0,0,Sullivan City 345,28.42,0.0,0.0,15.987834,15.987834
2019-01-01,0,0,Prosper 345,555.01,0.0,0.0,20.216162,20.216162
2019-01-01,0,0,Eastland 345,39.0,0.0,0.0,-143.200691,-143.200691
2019-01-01,0,0,Fischer 345,158.95,0.0,0.0,19.533056,19.533056
2019-01-01,0,0,Bryan 1 345,183.84,0.0,0.0,10.781648,10.781648
2019-01-01,0,0,Rowlett 1 345,985.21,0.0,0.0,16.215432,16.215432
2019-01-01,0,0,Weatherford 3 345,41.53,0.0,0.0,7.004463,7.004463
2019-01-01,0,0,Odonnell 345,349.77,0.0,0.0,-548.841297,-548.841297
2019-01-01,0,0,Dallas 10 345,729.29,0.0,0.0,3.490704,3.490704
2019-01-01,0,0,O'Donnell 345,74.47,0.0,0.0,-566.714938,-566.714938
2019-01-01,0,0,Canyon Lake 1 345,40.64,0.0,0.0,19.648747,19.648747
2019-01-01,0,0,Adrian 1 345,9.02,0.0,0.0,-566.714938,-566.714938
2019-01-01,0,0,Austin 17 345,167.06,0.0,0.0,18.93243,18.93243
2019-01-01,0,0,Taft 2 345,98.42,0.0,0.0,15.701871,15.701871
2019-01-01,0,0,Dilley 1 345,66.15,0.0,0.0,18.783657,18.783657
2019-01-01,0,0,Dallas 8 345,446.52,0.0,0.0,7.951239,7.951239
2019-01-01,0,0,San Angelo 3 345,138.54,0.0,0.0,28.910487,28.910487
2019-01-01,0,0,Carlsbad 345,92.04,0.0,0.0,30.649431,30.649431
2019-01-01,0,0,Dale 345,134.72,0.0,0.0,18.348397,18.348397
2019-01-01,0,0,Brenham 345,141.06,0.0,0.0,11.65189,11.65189
2019-01-01,0,0,Raymondville 345,180.31,0.0,0.0,15.816234,15.816234
2019-01-01,0,0,Mccamey 345,292.33,0.0,0.0,30.5517,30.5517
2019-01-01,0,0,Fort Worth 16 345,951.37,0.0,0.0,8.939307,8.939307
2019-01-01,0,0,Art 345,56.11,0.0,0.0,22.73986,22.73986
2019-01-01,0,0,Austin 22 345,988.62,0.0,0.0,18.93243,18.93243
2019-01-01,0,0,Abilene 2 345,181.2,0.0,0.0,-277.244552,-277.244552
2019-01-01,0,0,Campbellton 345,30.57,0.0,0.0,17.137805,17.137805
2019-01-01,0,0,Corpus Christi 11 345,243.62,0.0,0.0,15.711718,15.711718
2019-01-01,0,0,New Braunfels 2 345,252.38,0.0,0.0,19.688675,19.688675
2019-01-01,0,0,Abilene 5 345,218.8,0.0,0.0,-289.587822,-289.587822
2019-01-01,0,0,Rule 2 345,88.16,0.0,0.0,-903.256592,-903.256592
2019-01-01,0,0,Cedar Creek 2 345,19.29,0.0,0.0,18.143268,18.143268
2019-01-01,0,0,Fort Worth 15 345,236.15,0.0,0.0,3.790786,3.790786
2019-01-01,0,0,Lytle 345,43.29,0.0,0.0,18.021864,18.021864
2019-01-01,0,0,Conroe 4 345,138.24,0.0,0.0,9.089162,9.089162
2019-01-01,0,0,Gordon 345,87.25,0.0,0.0,-5.301542,-5.301542
2019-01-01,0,0,Melvin 345,43.4,0.0,0.0,26.201098,26.201098
2019-01-01,0,0,Blum 345,242.77,0.0,0.0,-6.986347,-6.986347
2019-01-01,0,0,Rockdale 2 345,42.21,0.0,0.0,12.648738,12.648738
2019-01-01,0,0,Richards 2 345,8.21,0.0,0.0,9.571869,9.571869
2019-01-01,0,0,Tarpley 345,146.96,0.0,0.0,22.85096,22.85096
2019-01-01,0,0,Bayside 3 345,70.85,0.0,0.0,15.327379,15.327379
2019-01-01,0,0,San Antonio 25 345,680.06,0.0,0.0,20.393791,20.393791
2019-01-01,0,0,Roscoe 2 345,23.38,0.0,0.0,-387.438273,-387.438273
2019-01-01,0,0,Lopeno 345,132.38,0.0,0.0,16.274356,16.274356
2019-01-01,0,0,Crane 2 345,657.64,0.0,0.0,30.458185,30.458185
2019-01-01,0,0,Brownsville 1 345,169.45,0.0,0.0,15.821972,15.821972
2019-01-01,0,0,San Antonio 14 345,234.59,0.0,0.0,18.66199,18.66199
2019-01-01,0,0,Monahans 2 345,389.81,0.0,0.0,30.5517,30.5517
2019-01-01,0,0,Centerville 345,78.7,0.0,0.0,7.651127,7.651127
2019-01-01,0,0,Fort Worth 10 345,317.12,0.0,0.0,2.046993,2.046993
2019-01-01,0,0,Del Valle 345,107.38,0.0,0.0,18.348397,18.348397
2019-01-01,0,0,Texas City 2 345,374.76,0.0,0.0,10.453554,10.453554
2019-01-01,0,0,Electra 345,487.36,0.0,0.0,32.427557,32.427557
2019-01-01,0,0,Odessa 8 345,1256.42,0.0,0.0,30.458185,30.458185
2019-01-01,0,0,Weatherford 2 345,262.98,0.0,0.0,11.540989,11.540989
2019-01-01,0,0,Burnet 345,482.1,0.0,0.0,20.67939,20.67939
2019-01-01,0,0,Feeeport 345,311.49,0.0,0.0,10.597297,10.597297
2019-01-01,0,0,Waco 2 345,444.6,0.0,0.0,-39.456353,-39.456353
2019-01-01,0,0,San Antonio 33 345,446.36,0.0,0.0,19.931425,19.931425
2019-01-01,0,0,Calliham 345,62.14,0.0,0.0,17.077045,17.077045
2019-01-01,0,0,Eden 345,12.47,0.0,0.0,27.51519,27.51519
2019-01-01,0,0,Tomball 1 345,669.7,0.0,0.0,9.772805,9.772805
2019-01-01,0,0,Houston 46 345,941.44,0.0,0.0,10.810724,10.810724
2019-01-01,0,0,Houston 45 345,632.33,0.0,0.0,10.924036,10.924036
2019-01-01,0,0,Camp Wood 345,289.58,0.0,0.0,25.587326,25.587326
2019-01-01,0,0,Sarita 1 345,129.28,0.0,0.0,15.771867,15.771867
2019-01-01,0,0,Brownsville 2 345,185.17,0.0,0.0,15.816234,15.816234
2019-01-01,0,0,Laredo 5 345,250.43,0.0,0.0,18.783657,18.783657
2019-01-01,0,0,Snyder 2 345,40.29,0.0,0.0,-425.225693,-425.225693
2019-01-01,0,0,Panhandle 3 345,16.27,0.0,449.7,-1000.0,-1000.0
2019-01-01,0,0,Allen 1 345,370.02,0.0,0.0,17.114433,17.114433
2019-01-01,0,0,Castell 345,50.21,0.0,0.0,22.371107,22.371107
2019-01-01,0,0,Mexia 345,120.34,0.0,0.0,1.820747,1.820747
